GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,73.8,73.80737,,,,,WHO life table method: Vital registration
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,77.3,77.33829,,,,,WHO life table method: Vital registration
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,80.7,80.73807,,,,,WHO life table method: Vital registration
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,73.9,73.85835,,,,,WHO life table method: Vital registration
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,77.8,77.84206,,,,,WHO life table method: Vital registration
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,81.1,81.09186,,,,,WHO life table method: Vital registration
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,74.5,74.47489,,,,,WHO life table method: Vital registration
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,78.0,78.00127,,,,,WHO life table method: Vital registration
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,81.2,81.16408,,,,,WHO life table method: Vital registration
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,74.7,74.71594,,,,,WHO life table method: Vital registration
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,,,,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,77.5,77.50017,,,,,WHO life table method: Vital registration
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,,,,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,80.6,80.64744,,,,,WHO life table method: Vital registration
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,,,,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,74.3,74.26194,,,,,WHO life table method: Vital registration
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,,,,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,78.3,78.29282,,,,,WHO life table method: Vital registration
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,,,,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,81.5,81.53101,,,,,WHO life table method: Vital registration
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,,,,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,75.0,74.95669,,,,,WHO life table method: Vital registration
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,1982,1982,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,13.9,13.93712,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,1983,1983,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,13.4,13.43966,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,1984,1984,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,12.9,12.93011,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,1985,1985,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,12.3,12.26383,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,1986,1986,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,11.3,11.30298,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,1987,1987,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,10.1,10.10835,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,1988,1988,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,9.1,9.05232,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,1989,1989,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,8.4,8.43083,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,1990,1990,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,8.2,8.15746,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,1991,1991,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,8,7.98970,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,1992,1992,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,7.8,7.78862,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,1993,1993,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,7.5,7.45323,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,1994,1994,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,6.9,6.92986,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,1995,1995,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,6.3,6.34645,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,1996,1996,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,5.9,5.92350,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,1997,1997,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,5.8,5.76511,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,1998,1998,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,5.7,5.72315,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,1999,1999,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,5.7,5.66170,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,5.5,5.53130,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,5.3,5.32012,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,5,5.03954,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,4.7,4.73272,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,4.4,4.44768,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,4.2,4.20885,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,4,4.02941,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,3.9,3.90231,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,3.8,3.79089,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,3.7,3.67153,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,3.5,3.54453,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,3.4,3.42559,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,3.3,3.31981,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,3.2,3.23199,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,3.2,3.15134,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,3.1,3.06404,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,2.9,2.93982,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,2.8,2.77638,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,,,,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,2.6,2.61700,,,,,
WHOSIS_000005,Low-birth-weight newborns (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,5,,,,,,
WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_311678,NLIS_311678,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311678,PUBLISHED,Published,,1993-1994,1993-1994,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,6.7,6.70000,,,,,
WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_311678,NLIS_311678,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311678,PUBLISHED,Published,,1994-1995,1994-1995,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,7.8,7.80000,,,,,
WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_311678,NLIS_311678,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311678,PUBLISHED,Published,,1995-1996,1995-1996,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,9.2,9.20000,,,,,
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,19.1,19.12541,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,21.0,21.04841,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,16.8,16.75224,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,19.4,19.40669,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,21.3,21.32981,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,17.0,17.04947,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,19.3,19.34765,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,21.4,21.40040,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,16.9,16.87269,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,19.1,19.13532,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,21.2,21.17671,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,16.7,16.69948,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,19.7,19.67132,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,21.8,21.78466,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,17.1,17.14190,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,19.5,19.49626,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,21.5,21.53548,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,17.1,17.06931,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,20.1,20.08224,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,22.0,22.04921,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,17.7,17.71235,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,20.0,20.01024,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,22.1,22.08228,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,17.6,17.57783,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,20.2,20.23737,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,22.3,22.28285,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,17.8,17.82761,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,20.3,20.30530,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,22.3,22.29389,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,18.0,17.95257,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,20.5,20.48571,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,22.5,22.47012,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,18.1,18.13232,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,20.9,20.89256,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,22.9,22.91404,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,18.5,18.50949,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,21.0,20.99816,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,23.1,23.13155,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,18.5,18.51165,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,21.3,21.30647,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,23.5,23.45870,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,18.8,18.80314,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,21.4,21.36552,,,,,WHO life table method: Vital registration
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,23.4,23.44746,,,,,WHO life table method: Vital registration
